method,estimate,error,ess,main_l2,pair_l2,latent_z_l2,num_trees,rep
EB-offset hybrid: pairwise,210.7342623617488,0.48731252723641205,278.02387227762495,1.5425743998596963e-15,1.9335154757757216e-15,0.04001699667830003,6.0,35
Naive respondents,197.02175426058145,-13.18803084423925,469.9999999999999,0.44809896401156185,0.18971618116661235,0.507789063292999,0.0,36
OLS prediction,209.1869698870631,-1.0228152177575964,,,,,,36
EB main,208.15730718606747,-2.052477918753226,332.64268202978064,1.7190918938324054e-09,0.1872539552271374,0.19064871697725935,0.0,36
EB pairwise,209.24595515504728,-0.9638299497734124,309.6315080360717,1.7102814890830019e-09,1.352576843566373e-09,0.10622810384241527,0.0,36
EB-offset hybrid: main,208.6125123525576,-1.597272752263109,330.6708819140939,1.369970228988093e-10,0.15700375277906936,0.16424281182013475,6.0,36
EB-offset hybrid: pairwise,209.3533920368981,-0.8563930679225962,309.3699207170869,3.87539520439461e-15,4.418847817122421e-15,0.10160177004842445,6.0,36
Naive respondents,200.89607378691215,-8.572691169823514,469.9999999999999,0.44710190641320896,0.18860485396186719,0.4431903285838251,0.0,37
OLS prediction,210.29355286389688,0.824787907161209,,,,,,37
EB main,209.1800189734043,-0.28874598333138124,354.8013919373612,1.2971106361333995e-14,0.2386511185606804,0.06897765241104688,0.0,37
EB pairwise,208.54423748674927,-0.9245274699864012,338.77735956694096,1.4495192054045002e-14,1.938567455281062e-14,0.10597578456806861,0.0,37
EB-offset hybrid: main,209.2919392673249,-0.17682568941077648,356.2104223969124,1.1607715250455094e-15,0.22599951720568753,0.07303323688429929,3.0,37
EB-offset hybrid: pairwise,208.7021675241578,-0.7665974325778677,338.882028665739,2.349021873052299e-09,2.5719452988633274e-09,0.10519629096150673,8.0,37
Naive respondents,202.87772165134837,-9.01167685113711,519.9999999999998,0.43926636869962693,0.1527448465047192,0.4346210738918321,0.0,38
OLS prediction,211.92846711491907,0.03906861243359572,,,,,,38
EB main,210.69329152433875,-1.1961069781467302,377.74254671275725,2.5480534830136113e-10,0.38192876194600944,0.18916099992571642,0.0,38
EB pairwise,214.2878971340606,2.3984986315751087,319.209675457803,1.257758145501027e-14,1.5486706719598307e-14,0.08322557304280188,0.0,38
EB-offset hybrid: main,211.475198862244,-0.4141996402414634,370.1794506711431,1.7071788350572318e-09,0.32240315990909657,0.13631200237876195,6.0,38
EB-offset hybrid: pairwise,213.86282733644072,1.9734288339552393,284.91097957492826,1.2831889943341342e-15,1.1120146841717578e-15,0.07926095875332893,22.0,38
Naive respondents,199.0709343840305,-9.720690988837106,477.9999999999997,0.40196906579948277,0.19317517117004374,0.43835756011396837,0.0,39
OLS prediction,207.7834461354821,-1.008179237385491,,,,,,39
EB main,206.63220466123056,-2.15942071163704,383.55560635837776,1.9604688261135598e-14,0.22850155225336377,0.14109005548100245,0.0,39
EB pairwise,207.42663866216643,-1.3649867107011744,356.35604711293536,3.4819021085443146e-09,8.576386563365897e-09,0.06359484821006794,0.0,39
EB-offset hybrid: main,206.7680848728581,-2.0235405000094886,386.60819728028713,3.2045586747441104e-09,0.22510989919267163,0.14166401612882068,2.0,39
EB-offset hybrid: pairwise,207.42663866216643,-1.3649867107011744,356.35604711293536,3.4819021085443146e-09,8.576386563365897e-09,0.06359484821006794,0.0,39
Naive respondents,200.81012887496402,-9.766773800233892,508.0,0.40878717827049815,0.14321702003457004,0.43737207628720637,0.0,40
OLS prediction,209.50379516771025,-1.0731075074876628,,,,,,40
EB main,208.6198983969514,-1.957004278246501,395.8007659429511,2.167442246134354e-14,0.16004741155539207,0.16071695906680206,0.0,40
EB pairwise,208.45955043376242,-2.1173522414354977,375.30959017603095,8.839101804757612e-14,1.2624032149565985e-13,0.14088747026563794,0.0,40
EB-offset hybrid: main,209.47271240053183,-1.104190274666081,389.7057071788551,3.169274490661378e-10,0.1289046835998567,0.11978310469482994,13.0,40
EB-offset hybrid: pairwise,208.47393776071723,-2.1029649144806797,375.12288907048935,1.8251414347616624e-09,3.753797627126597e-09,0.14051882350933323,1.0,40
Naive respondents,197.55195844807687,-11.878075663161638,477.9999999999997,0.3854553745242621,0.17807804019404758,0.46234895895882666,0.0,41
OLS prediction,207.3978311253635,-2.032202985875017,,,,,,41
EB main,205.72951290821155,-3.700521203026966,366.58028451400634,1.200029007312923e-11,0.39935117581030455,0.21052614107098938,0.0,41
EB pairwise,207.99739001058376,-1.4326441006547554,337.2141901081675,3.405107627251983e-13,6.314586921013439e-13,0.0761883104768461,0.0,41
EB-offset hybrid: main,207.08052291937645,-2.3495111918620637,365.41258739030394,3.657309646656776e-10,0.22606616427988535,0.15466464930425602,9.0,41
EB-offset hybrid: pairwise,208.31396684243325,-1.116067268805267,327.3979363668671,3.14448856145093e-09,5.637721766639115e-09,0.07364428378088911,13.0,41
Naive respondents,199.54049727461035,-10.048675743215881,514.0,0.40426165407627174,0.2286314643848495,0.4323491907569005,0.0,42
OLS prediction,207.26356809214153,-2.3256049256847007,,,,,,42
EB main,205.82107987402014,-3.768093143806084,391.5157102816839,8.956555567373177e-09,0.2326032064634014,0.17038156246484082,0.0,42
EB pairwise,206.04161960720276,-3.5475534106234647,399.0419685643849,5.404799807571317e-13,1.414175715930584e-12,0.18333260458791842,0.0,42
EB-offset hybrid: main,206.198499941737,-3.3906730760892287,402.69522333851864,9.00424589333223e-16,0.18893236316568623,0.16396551572252732,3.0,42
EB-offset hybrid: pairwise,206.35060367168964,-3.238569346136586,399.58947486159224,2.271434346268379e-15,4.4651587039006825e-15,0.1698905666674924,2.0,42
Naive respondents,200.20409305417562,-10.026052220656936,519.9999999999998,0.42550040786119714,0.1884789823756364,0.46545558389193287,0.0,43
OLS prediction,208.6120066133856,-1.6181386614469488,,,,,,43
EB main,207.67620492716443,-2.5539403476681173,390.18061878142714,1.8073847761951236e-12,0.2452658619748307,0.19974328746341452,0.0,43
EB pairwise,209.59749989085407,-0.6326453839784847,357.63272118825154,2.9267804846008435e-12,5.550527190430203e-12,0.06447873737911512,0.0,43
EB-offset hybrid: main,208.37500050431083,-1.8551447705217186,390.5979086217058,2.5655381675460956e-10,0.18999795080155585,0.16265164080457853,10.0,43
EB-offset hybrid: pairwise,209.63690190699992,-0.5932433678326277,355.1866312619484,5.4443769805445965e-15,8.128262969817836e-15,0.06435008482496768,13.0,43
Naive respondents,200.06850948396402,-10.086000612527926,524.0,0.407063091653066,0.1547373494490326,0.4487118021271146,0.0,44
OLS prediction,208.746204605996,-1.408305490495934,,,,,,44
EB main,207.2069571332241,-2.9475529632678388,388.74038053880855,1.8457248526086031e-13,0.39135125385949965,0.22535789041259421,0.0,44
EB pairwise,210.1901560323643,0.03564593587236686,350.2271164876743,1.8931221824165885e-15,3.1276667390012745e-15,0.09706181129212076,0.0,44
EB-offset hybrid: main,207.2706343039907,-2.883875792501243,389.7548823980437,1.6573410052201337e-09,0.381656947329862,0.2225841243825979,1.0,44
EB-offset hybrid: pairwise,210.36039340289602,0.20588330640407548,348.89221881776035,6.533156484472966e-13,1.8738639501168495e-12,0.08440885239134056,6.0,44
Naive respondents,198.52584114526846,-10.649343881158444,494.9999999999998,0.37373796994507413,0.1311873667039422,0.41946005707504586,0.0,45
OLS prediction,207.33494578954998,-1.8402392368769256,,,,,,45
EB main,206.56466677619022,-2.61051825023668,399.5903811395703,1.4153846265121793e-10,0.18031753592397332,0.1923560841318571,0.0,45
EB pairwise,207.51272071199898,-1.6624643144279219,387.3911306314069,1.116417471584144e-13,1.292456821838167e-13,0.13390097081717875,0.0,45
EB-offset hybrid: main,206.84774825177672,-2.327436774650181,396.79554288672205,3.3379828764907393e-12,0.16594120234759888,0.171194216341644,3.0,45
EB-offset hybrid: pairwise,207.70549874231145,-1.469686284115454,384.7038231691744,1.3269042191342997e-09,1.8053471376802907e-09,0.12170239528765141,4.0,45
Naive respondents,201.3094473567956,-7.678936942651518,509.00000000000017,0.41458789894617204,0.13426431144098794,0.44881283804188354,0.0,46
OLS prediction,207.17817111455196,-1.8102131848951615,,,,,,46
EB main,205.97103351978623,-3.0173507796608874,411.0102230767368,1.834296934390538e-15,0.3707711951221293,0.19242807328225342,0.0,46
EB pairwise,207.00131143835566,-1.9870728610914625,344.3848186078136,3.1197956126896807e-15,4.946279957984624e-15,0.08738313295339474,0.0,46
EB-offset hybrid: main,207.07167807454678,-1.916706224900338,386.1162925429565,1.6970234736300165e-09,0.28127874506481676,0.16619783084470338,15.0,46
EB-offset hybrid: pairwise,207.7978515099477,-1.1905327894994286,325.8792464530347,4.372702430871389e-11,7.254298470069735e-11,0.07962750038881804,14.0,46
Naive respondents,202.57119677472346,-8.260702147773372,500.0000000000005,0.44557220658435553,0.12828168157853959,0.44128495834064346,0.0,47
OLS prediction,211.3292211294707,0.49732220697387675,,,,,,47
EB main,210.35853473746945,-0.4733641850273784,354.7872161816126,2.1483884816502056e-09,0.25741258742740825,0.13426386550403482,0.0,47
EB pairwise,212.2953766366331,1.4634777141362747,323.6822688311493,1.9918832991356472e-12,5.727591775603792e-12,0.049327617735012874,0.0,47
EB-offset hybrid: main,210.4288157311755,-0.4030831913213433,353.6761632837344,8.939703566040211e-10,0.24825845458382303,0.12836133140843484,2.0,47
EB-offset hybrid: pairwise,212.39646647317736,1.564567550680522,315.143703565342,7.340995460730019e-15,6.025545614470777e-15,0.05538900082797638,8.0,47
Naive respondents,199.73042309425747,-10.09708451038017,519.0,0.43104756907691605,0.18156286417140607,0.45467698424987646,0.0,48
OLS prediction,209.0770222006822,-0.7504854039554516,,,,,,48
EB main,207.43677179331567,-2.3907358113219743,375.8293028551224,6.425408083802611e-11,0.4389410510424897,0.17441612096763592,0.0,48
EB pairwise,210.51016276264576,0.6826551580081173,354.2319987811078,2.4845666679192365e-11,2.2324492269539267e-11,0.03380309826154809,0.0,48
EB-offset hybrid: main,207.84809466609133,-1.979412938546318,379.72481035763724,3.387396956230751e-10,0.37863191107695515,0.15990703509674467,4.0,48
EB-offset hybrid: pairwise,210.40005325483972,0.5725456502020734,343.0285118057687,5.99506476137391e-15,1.504151137441339e-14,0.03334645323595611,8.0,48
Naive respondents,200.31075677459657,-8.64892784741977,526.9999999999998,0.42180318684194046,0.19491436500444892,0.4330103303489695,0.0,49
OLS prediction,207.44248967162437,-1.5171949503919677,,,,,,49
EB main,206.1963678169343,-2.7633168050820416,413.2758282296704,4.491424491223056e-12,0.23319527427555536,0.13520338128639037,0.0,49
EB pairwise,207.87071295862214,-1.0889716633942044,386.2022108525092,2.0872629949768843e-14,4.530087535342141e-14,0.06167791950091766,0.0,49
EB-offset hybrid: main,206.9344007312919,-2.025283890724438,408.2574817992872,2.736540725233843e-09,0.19588851882440206,0.132989794691712,11.0,49
EB-offset hybrid: pairwise,207.93353205674308,-1.0261525652732644,386.4791087757954,4.876327054949098e-09,3.6467055387077575e-09,0.0630508958010069,3.0,49
Naive respondents,200.58857306790375,-8.190517099492496,498.0000000000003,0.4012865689602734,0.13497495272977617,0.4109073236013596,0.0,50
OLS prediction,208.28301842892526,-0.49607173847098807,,,,,,50
EB main,207.39153297960044,-1.3875571877958066,402.96652015660663,9.022225973252154e-09,0.19021882050544575,0.08386662337446711,0.0,50
EB pairwise,207.1687231614989,-1.6103670058973591,379.21456754909195,5.590592812046356e-13,4.180976222854738e-13,0.10920381163184681,0.0,50
EB-offset hybrid: main,207.76847088102664,-1.0106192863696037,399.9117240104794,2.527271034547417e-09,0.17337156860355385,0.08710519835109151,9.0,50
EB-offset hybrid: pairwise,207.78907474451808,-0.990015422878173,377.1490294275232,5.2199173774341695e-09,7.491820780315518e-09,0.10327172912715234,11.0,50
Naive respondents,199.17474144281954,-10.681267750913264,509.00000000000017,0.40462141322855966,0.10146758151614593,0.44417231483763997,0.0,51
OLS prediction,210.1894526979855,0.3334435042526991,,,,,,51
EB main,209.17309061131988,-0.682918582412924,383.5613031973185,5.3623267446225564e-11,0.17746110309144755,0.14625213483922586,0.0,51
EB pairwise,209.4819054239017,-0.3741037698310947,355.14186966799525,9.085998383681976e-10,1.7443526319037543e-09,0.09296388065044972,0.0,51
EB-offset hybrid: main,209.41795429638418,-0.43805489734862135,382.58701739953284,4.3492603483022277e-10,0.16186954179917887,0.13472027685851798,5.0,51
EB-offset hybrid: pairwise,209.40289449192596,-0.45311470180683955,353.1974071105345,9.673569477211536e-16,9.817496590195367e-16,0.10125000263042326,8.0,51
Naive respondents,198.6434083699138,-10.515363201018715,469.9999999999999,0.43866769959292357,0.22537370840852397,0.4980018732367776,0.0,52
OLS prediction,208.18152971270413,-0.9772418582283819,,,,,,52
EB main,207.3224976519015,-1.8362739190310151,346.51697589882417,1.1820578264113276e-09,0.3982681746616385,0.20509502181941255,0.0,52
EB pairwise,210.90765300756877,1.7488814366362533,267.0390403815701,7.102772221001588e-14,1.881440410448363e-13,0.06988337736085934,0.0,52
EB-offset hybrid: main,207.87788586540162,-1.280885705530892,329.89994911555164,2.140903729839151e-12,0.3308613790940883,0.15997889336110235,11.0,52
EB-offset hybrid: pairwise,210.96434959691874,1.8055780259862217,247.97474341205597,1.8767648595852817e-15,1.390349212071974e-15,0.08690174809200704,63.0,52
Naive respondents,202.32164493718787,-8.936515065381627,521.9999999999999,0.4461177342213274,0.10622235205257353,0.4587494964414093,0.0,53
OLS prediction,211.43350780273025,0.17534780016075047,,,,,,53
EB main,210.01855215611081,-1.2396078464586822,380.1123538096961,3.0552418343491523e-13,0.20817074150235776,0.1302952760904867,0.0,53
EB pairwise,209.65724424059795,-1.6009157619715495,334.92238298578735,2.520679575924949e-09,2.993642828655765e-09,0.07928759679829843,0.0,53
EB-offset hybrid: main,210.17806868625203,-1.0800913163174641,379.2852915430405,8.19415611950506e-11,0.1936990990627378,0.12482741896455754,5.0,53
EB-offset hybrid: pairwise,210.00649580088958,-1.2516642016799153,336.47805901063225,5.77067326529216e-14,8.520141841132113e-14,0.07692628123765546,7.0,53
Naive respondents,199.12885131945666,-9.932294050263977,490.99999999999994,0.4525435537071816,0.2644483586377462,0.47670949627285986,0.0,54
OLS prediction,208.3591557008038,-0.7019896689168377,,,,,,54
EB main,206.59059602351763,-2.4705493462030006,351.9431037429352,3.136482715186799e-11,0.5178825105690046,0.1672462672734681,0.0,54
EB pairwise,209.6970923320052,0.6359469622845779,282.2129825373053,2.164875482826829e-12,5.139468991291508e-12,0.02084685559832844,0.0,54
EB-offset hybrid: main,206.88743849989763,-2.1737068698230075,352.4771734730605,5.904728880894974e-11,0.47406695258965265,0.15863935885932928,3.0,54
EB-offset hybrid: pairwise,210.08290440022785,1.0217590305072122,289.501276110234,5.880431093905548e-15,7.210230383785465e-15,0.035744892103961666,17.0,54
Naive respondents,199.47101785231575,-11.136399370259966,503.00000000000017,0.3848684844883613,0.18602283524602353,0.4203940612346975,0.0,55
OLS prediction,208.98314508146242,-1.6242721411132948,,,,,,55
EB main,208.33248911905002,-2.2749281035256956,393.23143167107037,5.03971763963035e-10,0.25315953970856936,0.17045172072676876,0.0,55
EB pairwise,210.25278783757838,-0.3546293849973381,362.4621082560072,3.158288230464295e-09,3.936754046867377e-09,0.04912220727356387,0.0,55
EB-offset hybrid: main,208.60282061076597,-2.0045966118097454,393.64706267258623,4.5346743470542555e-13,0.23037730029962614,0.15866072945942503,4.0,55
EB-offset hybrid: pairwise,210.57511744291418,-0.032299779661542516,366.5404135395673,2.8482743581255555e-14,3.159828544324152e-14,0.040913809088809795,6.0,55
Naive respondents,200.39127261115405,-9.977432443961163,467.9999999999998,0.44191249000544136,0.20765501447693888,0.4492212130249575,0.0,56
OLS prediction,209.04262267346118,-1.3260823816540324,,,,,,56
EB main,207.6118147878958,-2.7568902672194042,333.81839408737045,1.3858831586576004e-12,0.39244898272191264,0.16606922162278553,0.0,56
EB pairwise,210.4559323819408,0.08722732682559808,292.3175944775486,2.7227609360771324e-11,6.339369166373865e-11,0.030426682019891856,0.0,56
EB-offset hybrid: main,208.54585994324876,-1.8228451118664566,337.76989485884826,3.125984018446316e-09,0.3352924594143081,0.14069304873202038,11.0,56
EB-offset hybrid: pairwise,210.7367982552867,0.3680932001714723,292.64669963748923,6.441246462611989e-16,1.3727133330199076e-15,0.03976240761434768,17.0,56
Naive respondents,201.89817252426454,-8.096743021330951,534.0000000000002,0.40676840928745706,0.23106685909503474,0.4191326772195202,0.0,57
OLS prediction,209.29541967497633,-0.6994958706191596,,,,,,57
EB main,208.43872403924865,-1.5561915063468348,419.0377829242917,1.076067145012947e-10,0.26158509288210746,0.1748451936697423,0.0,57
EB pairwise,210.2725460398432,0.2776304942477168,374.86088466636875,5.0743416143413414e-15,7.101064274804675e-15,0.030851044862099188,0.0,57
EB-offset hybrid: main,208.78018900304488,-1.2147265425506077,410.3306846795622,5.984172376188302e-10,0.22913724492160725,0.14602037735230436,6.0,57
EB-offset hybrid: pairwise,210.43096273151636,0.4360471859208701,368.84242769693776,5.513741633771813e-15,5.071632596908643e-15,0.02156163889929608,8.0,57
